trade_date,close
2022-01-06,3.0886385295329966
2022-01-07,3.089283855142146
2022-01-10,3.1376855776247945
2022-01-11,3.1296183359500525
2022-01-12,3.1389758093259235
2022-01-13,3.1199389635863404
2022-01-14,3.1386527126768438
2022-01-17,3.0909034380875546
2022-01-18,3.089285168195229
2022-01-19,3.118322887390105
2022-01-20,3.1096150201430848
2022-01-21,3.118970386901301
2022-01-24,3.1192944352017156
2022-01-25,3.119294628257098
2022-01-26,3.0902579113439415
2022-01-27,3.0892865288262232
2022-01-28,3.0892867249582707
2022-02-07,3.089286921926902
2022-02-08,3.128003049229151
2022-02-09,3.168018410282136
2022-02-10,3.159630393535814
2022-02-11,3.188346273764503
2022-02-14,3.1893161587346284
2022-02-15,3.1699571195629437
2022-02-16,3.1499512447166547
2022-02-17,3.168664657979886
2022-02-18,3.178991014257494
2022-02-21,3.1986740095427093
2022-02-22,3.1799608040547795
2022-02-23,3.1696349006803506
2022-02-24,3.159632224136897
2022-02-25,3.110909074519784
2022-02-28,3.1092955285352
2022-03-01,3.0996156321741593
2022-03-02,3.1186530503578744
2022-03-03,3.128979026974086
2022-03-04,3.148662390175029
2022-03-07,3.1493077407259475
2022-03-08,3.129947451950353
2022-03-09,3.100260820861166
2022-03-10,3.079932501056548
2022-03-11,3.0792888721964444
2022-03-14,3.0986508678397042
2022-03-15,3.0896140687988387
2022-03-16,3.031205576139551
2022-03-17,3.067994868041137
