trade_date,close
2021-06-15,3.0695689428751325
2021-06-16,3.0692496597852132
2021-06-17,3.0886167815329446
2021-06-18,3.0795726254678346
2021-06-21,3.0598863400146334
2021-06-22,3.0689309087454886
2021-06-23,3.0692507247127447
2021-06-24,3.0692509382068036
2021-06-25,3.069251151991515
2021-06-28,3.0886180777959864
2021-06-29,3.0795742055393323
2021-06-30,3.079254730089417
2021-07-01,3.0792549420423745
2021-07-02,3.079255155391158
2021-07-05,3.0792553689930955
2021-07-06,3.0792555771814847
2021-07-07,3.088939044517397
2021-07-08,3.0795757372279944
2021-07-09,3.0695729644425036
2021-07-12,3.06925349047818
2021-07-13,3.059570459345348
2021-07-14,3.0495676905268088
2021-07-15,3.029881483053522
2021-07-16,3.0389258948262396
2021-07-19,3.0489291085632115
2021-07-20,3.0395656108218936
2021-07-21,3.0392461864424707
2021-07-22,3.0392464025520214
2021-07-23,3.0489299099491958
2021-07-26,3.0395665126518856
2021-07-27,3.048930219885377
2021-07-28,3.03956704122512
2021-07-29,3.039247460564621
2021-07-30,3.0198814335178756
2021-08-02,2.9901917219111436
2021-08-03,3.008599718560013
2021-08-04,2.989873727839467
2021-08-05,2.979550903368715
2021-08-06,2.988914159099368
2021-08-09,2.989234346113324
2021-08-10,3.018283464623402
2021-08-11,3.0192435313236277
2021-08-12,3.038609753808221
2021-08-13,3.0198842030381505
2021-08-16,3.0289268335900617
2021-08-17,3.0292472825185333
2021-08-18,3.0098821449151067
2021-08-19,3.0382889045376356
2021-08-20,3.0198867295825886
2021-08-23,3.019245183279692
2021-08-24,3.028927431393426
2021-08-25,3.0195665353124763
2021-08-26,3.019245817919326
2021-08-27,3.009564057516792
2021-08-30,3.0189252495136905
2021-08-31,2.999882838549015
2021-09-01,3.028285254180419
2021-09-02,3.058295840477416
2021-09-03,3.04957682697398
2021-09-06,3.0589378227237094
2021-09-07,3.0592591189440714
2021-09-08,3.0883048272720455
2021-09-09,3.09895027891128
2021-09-10,3.089589375008296
2021-09-13,3.098950574930505
2021-09-14,3.0992717570459374
2021-09-15,3.060544296897997
2021-09-16,3.059260578459998
2021-09-17,3.0495788648593645
2021-09-22,3.0686217199907477
2021-09-23,3.0499008771504497
2021-09-24,3.0686212435376023
2021-09-27,3.0499021369229196
2021-09-28,3.0492588866523422
2021-09-29,3.058940260288103
2021-09-30,3.059262192638174
2021-10-08,3.049581231388286
2021-10-11,3.068621831277062
2021-10-12,3.0789468904656334
2021-10-13,3.0792687949213855
2021-10-14,3.069587810150692
2021-10-15,3.0595850828148863
2021-10-18,3.0495823548090377
2021-10-19,3.05894219465637
2021-10-20,3.0592640514181433
2021-10-21,3.059264256573971
2021-10-22,3.0786269519333604
2021-10-25,3.059908357742696
2021-10-26,3.0689457764080457
2021-10-27,3.059587073283555
2021-10-28,3.059265262099786
2021-10-29,3.049584608022042
2021-11-01,3.0492627944842514
2021-11-02,3.068624723782826
2021-11-03,3.0402273425427246
2021-11-04,3.039260517037132
2021-11-05,3.0392607244895715
2021-11-08,3.039260931038583
2021-11-09,3.0295806071879245
2021-11-10,3.038938940224402
2021-11-11,3.0392615449091864
2021-11-12,3.0683032117806186
2021-11-15,3.059590206708005
2021-11-16,3.0592678877316666
2021-11-17,3.059268091283477
2021-11-18,3.068948638645654
2021-11-19,3.0595910694447332
2021-11-22,3.059268697394234
2021-11-23,3.0592689009146725
2021-11-24,3.068949395591726
2021-11-25,3.0789525262090622
2021-11-26,3.0792752390402804
2021-11-29,3.069595080953476
2021-11-30,3.059592376729935
2021-12-01,3.049589672092307
2021-12-02,3.058947865150705
2021-12-03,3.0495901805347447
2021-12-06,3.0589481561888205
2021-12-07,3.0592709245654004
2021-12-08,3.0689514243073335
2021-12-09,3.0595939339541385
2021-12-10,3.0689517143304372
2021-12-13,3.0692745781975703
2021-12-14,3.0595945871268
2021-12-15,3.0495918887012214
2021-12-16,3.0492694798738924
2021-12-17,3.0492696820065746
2021-12-20,3.058950122595945
2021-12-21,3.0495927465780572
2021-12-22,3.058950411196812
2021-12-23,3.0592733305027595
2021-12-24,3.059273531343346
2021-12-27,3.049593600118291
2021-12-28,3.0589511573874946
2021-12-29,3.0689542694435668
2021-12-30,3.0499171103335243
2021-12-31,3.049271680902879
2022-01-04,3.049271881968146
2022-01-05,3.068632146091278
