trade_date,close
2021-06-15,3.0830430212756004
2021-06-16,3.0848474402943302
2021-06-17,3.0905705781563
2021-06-18,3.0907206049098805
2021-06-21,3.061127809796756
2021-06-22,3.0616467073561093
2021-06-23,3.0698474317584705
2021-06-24,3.069511045061476
2021-06-25,3.069520354283483
2021-06-28,3.068965263227552
2021-06-29,3.0791589550387
2021-06-30,3.078363119590211
2021-07-01,3.0791705859040053
2021-07-02,3.0783826652007664
2021-07-05,3.079176744261981
2021-07-06,3.078393078069033
2021-07-07,3.0887226894157864
2021-07-08,3.087636228135141
2021-07-09,3.069733425318062
2021-07-12,3.069321632132551
2021-07-13,3.059920957384963
2021-07-14,3.059633856764049
2021-07-15,3.0307984581140652
2021-07-16,3.0310959945624574
2021-07-19,3.0492189138839003
2021-07-20,3.048461306598677
2021-07-21,3.0395239767943925
2021-07-22,3.038969725023849
2021-07-23,3.048895177658211
2021-07-26,3.0479211651602878
2021-07-27,3.048901566485003
2021-07-28,3.047931979028974
2021-07-29,3.039362576144734
2021-07-30,3.038700709237736
2021-08-02,2.9912945122761836
2021-08-03,2.99192119152054
2021-08-04,2.990513513980967
2021-08-05,2.990617290512548
2021-08-06,2.9897198252028696
2021-08-09,2.9892926928578922
2021-08-10,3.0180740070100636
2021-08-11,3.016548325047643
2021-08-12,3.0376952616193447
2021-08-13,3.035917819182422
2021-08-16,3.0286138175020207
2021-08-17,3.027450655360585
2021-08-18,3.009802558175282
2021-08-19,3.009433360057961
2021-08-20,3.0194293270792967
2021-08-23,3.0188113125512883
2021-08-24,3.02884546352152
2021-08-25,3.0278378671262622
2021-08-26,3.019333282504864
2021-08-27,3.018651267856804
2021-08-30,3.0191232216320962
2021-08-31,3.018300800609342
2021-09-01,3.0284259866038807
2021-09-02,3.027138272300418
2021-09-03,3.048271799648428
2021-09-06,3.046882795270759
2021-09-07,3.0583914616928842
2021-09-08,3.0570836008098246
2021-09-09,3.0973451719572593
2021-09-10,3.0953414983609737
2021-09-13,3.098121980199809
2021-09-14,3.096638121508974
2021-09-15,3.0604804920536903
2021-09-16,3.0605707331709
2021-09-17,3.050306622448422
2021-09-22,3.050279832787207
2021-09-23,3.0500221042002367
2021-09-24,3.0498049085186434
2021-09-27,3.0498768833011747
2021-09-28,3.0495625758312337
2021-09-29,3.0590812023774556
2021-09-30,3.0582357339506148
2021-10-08,3.049593078534942
2021-10-11,3.0490891982365596
2021-10-12,3.078283463236201
2021-10-13,3.076906484128453
2021-10-14,3.0691891215685656
2021-10-15,3.0684171503300037
2021-10-18,3.0499769330845456
2021-10-19,3.0497302943424263
2021-10-20,3.0592651530679564
2021-10-21,3.05854337072372
2021-10-22,3.078313350692686
2021-10-25,3.0769568015023543
2021-10-26,3.068941869578682
2021-10-27,3.068005045910464
2021-10-28,3.059393494050146
2021-10-29,3.0587579440477732
2021-11-01,3.0496228439909525
2021-11-02,3.049139907917294
2021-11-03,3.040134303872583
2021-11-04,3.0399925408632207
2021-11-05,3.0396715909289798
2021-11-08,3.039220534769824
2021-11-09,3.0298942535424778
2021-11-10,3.0295912878797244
2021-11-11,3.0392209848305
2021-11-12,3.0384688623622695
2021-11-15,3.05868383270766
2021-11-16,3.057574465583065
2021-11-17,3.0589349449754164
2021-11-18,3.057993634585713
2021-11-19,3.0591953219078665
2021-11-22,3.0584282720276015
2021-11-23,3.0591965848072165
2021-11-24,3.0584305022335547
2021-11-25,3.078411711997253
2021-11-26,3.077122775640326
2021-11-29,3.069258866098266
2021-11-30,3.0685356011503933
2021-12-01,3.050016868247921
2021-12-02,3.0497988412630237
2021-12-03,3.0497473671645507
2021-12-06,3.0493491972344025
2021-12-07,3.0591510228310947
2021-12-08,3.0583550998445803
2021-12-09,3.059307135360764
2021-12-10,3.058615736341565
2021-12-13,3.068928184685878
2021-12-14,3.0679844252316606
2021-12-15,3.04984935896368
2021-12-16,3.049519906234652
2021-12-17,3.0495309649503697
2021-12-20,3.0489887107541596
2021-12-21,3.049500480612506
2021-12-22,3.048937964278164
2021-12-23,3.0590261561458565
2021-12-24,3.058147494418086
2021-12-27,3.0495717543668754
2021-12-28,3.0490571526149672
2021-12-29,3.068603979168255
2021-12-30,3.067444176028676
2021-12-31,3.0495534247789093
2022-01-04,3.0490268040746753
2022-01-05,3.0684628326620067
2022-01-06,3.067208940100229
2022-01-07,3.08817354698755
2022-01-10,3.086728042052344
2022-01-11,3.1275080393632773
2022-01-12,3.1256214231058466
2022-01-13,3.1189401954675566
2022-01-14,3.1180103814782747
2022-01-17,3.0907202899002844
2022-01-18,3.0909783370272264
2022-01-19,3.118606808618984
2022-01-20,3.1174544652784255
2022-01-21,3.1187779158531157
2022-01-24,3.1177401055792155
2022-01-25,3.1189976371012946
2022-01-26,3.1181068181053604
2022-01-27,3.090091979657267
2022-01-28,3.089930110555239
2022-02-07,3.0896640735097805
2022-02-08,3.0892162696501693
2022-02-09,3.1663025246233825
2022-02-10,3.163613091727553
2022-02-11,3.186692706682088
2022-02-14,3.184266738632401
2022-02-15,3.1688602152347745
2022-02-16,3.1678823681845345
2022-02-17,3.1687848816152604
2022-02-18,3.1677567738136854
2022-02-21,3.197765737606358
2022-02-22,3.196058849704486
2022-02-23,3.169606993995952
2022-02-24,3.1691291332560034
2022-02-25,3.1120493321335374
2022-02-28,3.113201462187056
2022-03-01,3.101129314429842
2022-03-02,3.101664790450188
2022-03-03,3.129087987712485
2022-03-04,3.1282594814604745
2022-03-07,3.1485058438907823
2022-03-08,3.1472891494189628
2022-03-09,3.1008934611250365
2022-03-10,3.1012720775167875
2022-03-11,3.08073406515373
2022-03-14,3.081004417939024
2022-03-15,3.089800309424888
2022-03-16,3.0894459269880588
2022-03-17,3.0696472760711426
